,Labels,Item sets,First Fit Times,First Fit Decreasing Times,Next Fit Times,Next Fit Decreasing Times,Best Fit Times,Best Fit Decreasing Times,Djang-Fitch Times,Djang-Fitch 2 Times
767,"[0.15, 0.2, 0.1, 0.55, 0.45, 0.15, 0.4, 1, 5]","[(8, 42), (34, 90), (72, 85), (28, 22), (56, 6), (80, 83), (15, 31), (62, 26), (22, 28), (94, 4), (49, 91), (22, 75), (81, 42), (98, 9), (89, 48), (15, 93), (40, 84), (85, 79), (74, 29), (44, 72)]",6.428,5.919,6.952,6.218,12.184,14.937,28.927999999999997,95.106
768,"[0.3, 0.05, 0.05, 0.6, 0.6, 0.1, 0.3, 1, 1]","[(72, 88), (19, 49), (70, 21), (71, 33), (71, 98), (87, 91), (84, 18), (17, 80), (31, 77), (32, 41), (53, 58), (42, 98), (31, 6), (86, 72), (49, 3), (1, 92), (9, 93), (91, 91), (94, 82), (99, 1)]",6.475,5.662999999999999,6.544,5.478,14.325999999999999,20.715,26.448,85.651
769,"[0.05, 0.3, 0.1, 0.55, 0.4, 0.35, 0.25, 1, 5]","[(48, 51), (4, 39), (7, 41), (5, 65), (84, 35), (83, 49), (70, 49), (97, 94), (87, 25), (52, 33), (63, 57), (50, 58), (7, 16), (99, 2), (73, 54), (2, 67), (67, 21), (13, 43), (65, 58), (88, 39)]",6.9959999999999996,5.885,6.754,6.221,16.395,22.252,33.272999999999996,88.78699999999999
770,"[0.25, 0.25, 0.0, 0.5, 0.5, 0.2, 0.3, 1, 5]","[(84, 28), (43, 84), (55, 34), (86, 80), (89, 69), (75, 82), (32, 69), (51, 97), (77, 61), (93, 46), (30, 58), (8, 4), (78, 79), (64, 29), (82, 48), (73, 89), (82, 16), (49, 50), (89, 2), (79, 23)]",7.669,7.130999999999999,7.082999999999999,6.58,14.107999999999999,15.857,28.537,95.899
771,"[0.15, 0.15, 0.1, 0.6, 0.55, 0.1, 0.35, 1, 3]","[(42, 67), (99, 99), (68, 75), (18, 28), (22, 35), (47, 96), (47, 48), (40, 68), (91, 25), (32, 12), (56, 71), (25, 59), (72, 24), (44, 5), (49, 27), (24, 78), (72, 83), (54, 82), (26, 22), (30, 71)]",7.471,7.101,5.723,5.992999999999999,11.206,12.546,29.29,68.069
772,"[0.15, 0.1, 0.1, 0.65, 0.45, 0.3, 0.25, 1, 3]","[(72, 82), (27, 46), (22, 65), (89, 38), (28, 45), (70, 65), (65, 98), (60, 29), (10, 16), (89, 71), (69, 41), (26, 95), (17, 81), (33, 80), (72, 10), (37, 26), (5, 61), (13, 33), (4, 50), (60, 36)]",6.709,5.9239999999999995,6.6259999999999994,6.511,13.799999999999999,15.92,27.557,66.238
773,"[0.1, 0.3, 0.05, 0.55, 0.55, 0.1, 0.35, 1, 5]","[(87, 28), (45, 3), (43, 97), (19, 74), (39, 94), (18, 88), (8, 98), (87, 48), (49, 69), (84, 85), (10, 29), (48, 16), (5, 4), (91, 71), (53, 84), (8, 40), (60, 30), (22, 6), (41, 83), (56, 53)]",7.018,6.028,8.211,6.931,17.695,21.445999999999998,32.17,99.353
774,"[0.25, 0.1, 0.15, 0.5, 0.6, 0.15, 0.25, 1, 5]","[(18, 70), (65, 98), (26, 95), (77, 57), (60, 66), (66, 81), (65, 50), (71, 27), (25, 65), (67, 89), (64, 8), (56, 34), (55, 50), (43, 61), (99, 57), (23, 16), (57, 25), (12, 79), (87, 18), (79, 83)]",7.084,6.595,6.178999999999999,6.723,14.754999999999999,19.718,32.001999999999995,81.812
775,"[0.05, 0.2, 0.15, 0.6, 0.6, 0.15, 0.25, 1, 5]","[(5, 63), (50, 1), (59, 67), (16, 89), (54, 50), (26, 81), (87, 22), (26, 17), (66, 37), (55, 71), (97, 45), (31, 81), (56, 73), (3, 63), (98, 96), (65, 51), (14, 25), (17, 10), (49, 51), (32, 64)]",7.81,6.079,7.7749999999999995,5.705,16.314999999999998,22.173,31.087999999999997,80.511
776,"[0.1, 0.1, 0.3, 0.5, 0.4, 0.15, 0.45, 1, 5]","[(21, 1), (99, 28), (74, 3), (55, 72), (67, 24), (49, 19), (84, 62), (83, 57), (48, 16), (62, 43), (49, 16), (71, 9), (46, 59), (67, 41), (33, 58), (32, 84), (38, 41), (46, 70), (58, 90), (56, 30)]",7.177,6.412999999999999,6.933999999999999,5.8149999999999995,10.026,12.229999999999999,28.177,91.078
777,"[0.15, 0.05, 0.1, 0.7, 0.5, 0.3, 0.2, 1, 1]","[(54, 93), (50, 60), (35, 61), (34, 11), (73, 42), (32, 53), (45, 51), (10, 63), (32, 42), (6, 44), (60, 75), (38, 17), (90, 94), (57, 5), (41, 42), (6, 61), (70, 20), (4, 35), (4, 43), (68, 96)]",6.111,6.332,6.776,5.843999999999999,17.218,19.904,25.462999999999997,70.627
778,"[0.2, 0.1, 0.25, 0.45, 0.6, 0.2, 0.2, 1, 1]","[(72, 44), (41, 66), (13, 88), (89, 64), (58, 35), (27, 38), (25, 80), (54, 81), (90, 79), (73, 34), (51, 71), (73, 1), (87, 3), (49, 57), (87, 19), (40, 65), (97, 74), (91, 61), (33, 83), (70, 26)]",7.5089999999999995,6.263,6.819999999999999,6.377,13.254,12.731,26.961,65.633
779,"[0.2, 0.05, 0.3, 0.45, 0.45, 0.25, 0.3, 1, 3]","[(96, 56), (47, 5), (75, 40), (72, 35), (54, 93), (78, 33), (66, 3), (66, 40), (73, 19), (30, 81), (97, 99), (65, 39), (76, 1), (46, 27), (10, 61), (52, 90), (16, 47), (72, 88), (4, 54), (40, 76)]",7.037999999999999,6.284,7.125,6.494,13.288,19.426,28.331999999999997,92.714
780,"[0.15, 0.1, 0.0, 0.75, 0.5, 0.2, 0.3, 1, 1]","[(15, 22), (84, 87), (26, 65), (60, 20), (19, 36), (6, 97), (88, 9), (62, 90), (97, 17), (77, 24), (8, 74), (1, 6), (17, 37), (21, 58), (88, 41), (41, 91), (98, 66), (36, 60), (14, 86), (29, 37)]",7.497,6.164,7.284,7.484999999999999,10.485,13.966,27.108,74.716
781,"[0.05, 0.1, 0.2, 0.65, 0.3, 0.3, 0.4, 1, 5]","[(99, 26), (94, 58), (76, 29), (19, 79), (66, 11), (12, 15), (48, 84), (62, 50), (17, 38), (21, 82), (16, 41), (6, 76), (43, 23), (70, 3), (89, 5), (74, 45), (99, 50), (67, 45), (6, 69), (57, 33)]",6.367999999999999,5.803999999999999,6.505999999999999,6.931,11.732,12.447,24.903,81.065
782,"[0.1, 0.15, 0.2, 0.55, 0.7, 0.1, 0.2, 1, 5]","[(43, 90), (20, 76), (3, 52), (26, 91), (84, 86), (24, 14), (5, 21), (5, 1), (50, 53), (91, 52), (21, 75), (28, 63), (13, 16), (32, 77), (67, 67), (29, 79), (82, 35), (41, 67), (55, 46), (96, 85)]",7.337,7.789,7.151,5.672,9.773,19.898,32.164,95.687
783,"[0.15, 0.25, 0.1, 0.5, 0.6, 0.1, 0.3, 1, 5]","[(2, 10), (64, 87), (51, 66), (24, 32), (14, 46), (12, 58), (56, 12), (79, 94), (25, 52), (70, 98), (51, 19), (30, 90), (47, 89), (43, 96), (73, 3), (40, 68), (53, 92), (65, 73), (13, 26), (23, 48)]",7.226999999999999,6.887,6.598,6.786,10.696,19.048,48.341,109.253
784,"[0.1, 0.25, 0.05, 0.6, 0.7, 0.05, 0.25, 1, 7]","[(78, 86), (32, 65), (40, 57), (37, 1), (99, 96), (67, 65), (30, 46), (20, 98), (45, 97), (55, 32), (44, 13), (29, 77), (40, 19), (38, 60), (55, 53), (17, 21), (31, 67), (47, 80), (65, 69), (52, 66)]",7.630999999999999,7.005999999999999,7.3309999999999995,6.758,11.433,18.803,27.458,74.765
785,"[0.05, 0.25, 0.2, 0.5, 0.35, 0.4, 0.25, 1, 7]","[(73, 49), (74, 45), (45, 58), (9, 75), (97, 32), (41, 87), (51, 73), (26, 36), (49, 15), (2, 14), (87, 37), (52, 44), (43, 94), (78, 45), (3, 87), (2, 27), (84, 70), (23, 48), (37, 39), (75, 32)]",6.697,6.6659999999999995,6.749,6.438,14.277999999999999,19.186,33.370999999999995,104.76299999999999
786,"[0.1, 0.25, 0.2, 0.45, 0.65, 0.1, 0.25, 1, 7]","[(13, 74), (87, 21), (76, 37), (98, 40), (15, 88), (60, 75), (17, 92), (62, 56), (70, 29), (48, 90), (97, 32), (33, 92), (43, 9), (91, 55), (83, 59), (29, 82), (16, 28), (31, 98), (93, 78), (10, 99)]",6.417,6.85,6.64,6.5969999999999995,10.244,10.936,25.842,69.11
787,"[0.15, 0.15, 0.1, 0.6, 0.5, 0.1, 0.4, 1, 5]","[(71, 53), (77, 95), (36, 95), (45, 14), (8, 23), (69, 91), (11, 7), (9, 20), (22, 93), (61, 28), (87, 4), (1, 90), (14, 8), (57, 43), (61, 79), (81, 41), (68, 92), (18, 56), (37, 80), (59, 10)]",7.401999999999999,5.808,7.2589999999999995,4.71,20.22,14.876,26.084,103.514
788,"[0.1, 0.05, 0.2, 0.65, 0.55, 0.2, 0.25, 1, 7]","[(44, 65), (51, 69), (56, 91), (18, 89), (67, 83), (48, 17), (23, 87), (57, 30), (56, 47), (60, 23), (74, 18), (19, 86), (15, 45), (30, 52), (56, 20), (40, 82), (17, 57), (50, 35), (3, 45), (31, 93)]",7.1899999999999995,7.201,6.231999999999999,6.074999999999999,11.943,9.767999999999999,24.752,50.818
789,"[0.15, 0.1, 0.2, 0.55, 0.55, 0.15, 0.3, 1, 1]","[(84, 75), (17, 64), (63, 74), (8, 66), (44, 52), (11, 80), (48, 29), (9, 49), (61, 84), (40, 63), (86, 77), (95, 25), (7, 5), (44, 70), (78, 22), (62, 42), (91, 42), (61, 54), (43, 1), (59, 10)]",6.731999999999999,6.263999999999999,6.798,6.5089999999999995,14.844999999999999,18.381999999999998,30.624,105.19699999999999
790,"[0.2, 0.1, 0.05, 0.65, 0.3, 0.25, 0.45, 1, 5]","[(61, 15), (97, 60), (76, 67), (90, 61), (72, 26), (84, 25), (93, 1), (38, 43), (24, 13), (23, 84), (3, 35), (70, 40), (30, 21), (14, 39), (98, 12), (79, 50), (59, 99), (89, 18), (77, 63), (37, 19)]",7.294,5.645,6.412,6.026,11.259,13.277,27.685,98.35199999999999
791,"[0.2, 0.05, 0.15, 0.6, 0.4, 0.15, 0.45, 1, 5]","[(43, 89), (26, 90), (91, 78), (17, 62), (35, 64), (66, 8), (19, 19), (14, 39), (96, 34), (78, 93), (78, 89), (24, 15), (83, 76), (94, 30), (82, 27), (23, 35), (96, 21), (29, 32), (43, 25), (96, 33)]",6.8839999999999995,6.616,7.002,5.867999999999999,9.952,17.125,29.703999999999997,60.134
792,"[0.25, 0.15, 0.1, 0.5, 0.6, 0.05, 0.35, 1, 7]","[(88, 53), (47, 68), (56, 75), (84, 8), (55, 86), (33, 93), (52, 24), (95, 87), (43, 41), (50, 25), (88, 82), (58, 21), (64, 83), (25, 80), (23, 88), (80, 94), (66, 26), (24, 26), (88, 83), (13, 16)]",6.83,8.218,7.907,7.385999999999999,15.052999999999999,16.791999999999998,29.035999999999998,72.821
793,"[0.2, 0.15, 0.0, 0.65, 0.45, 0.2, 0.35, 1, 5]","[(90, 86), (74, 99), (10, 33), (22, 35), (64, 37), (57, 69), (70, 26), (44, 14), (14, 82), (62, 35), (2, 60), (75, 62), (57, 29), (92, 49), (70, 81), (69, 7), (12, 22), (83, 97), (38, 53), (72, 1)]",6.906,6.579,6.782,6.776,16.221,22.48,29.759999999999998,116.66199999999999
794,"[0.15, 0.15, 0.05, 0.65, 0.4, 0.2, 0.4, 1, 5]","[(53, 24), (22, 72), (26, 30), (56, 3), (93, 60), (29, 21), (92, 54), (29, 42), (19, 95), (82, 37), (5, 50), (44, 45), (44, 17), (97, 4), (70, 30), (72, 95), (48, 98), (67, 19), (59, 91), (45, 97)]",8.244,6.93,6.633,6.3309999999999995,12.703999999999999,11.414,24.581,85.36399999999999
795,"[0.05, 0.0, 0.05, 0.9, 0.4, 0.25, 0.35, 1, 4]","[(27, 6), (63, 34), (18, 94), (38, 66), (63, 14), (3, 25), (79, 30), (18, 45), (11, 63), (7, 54), (38, 65), (88, 19), (76, 5), (48, 34), (30, 48), (50, 36), (26, 73), (60, 88), (62, 4), (30, 67)]",7.364999999999999,6.184,6.394,6.2749999999999995,11.067,14.718,26.576,36.231
796,"[0.1, 0.2, 0.0, 0.7, 0.35, 0.1, 0.55, 1, 5]","[(14, 94), (47, 12), (3, 65), (26, 34), (84, 68), (42, 24), (55, 25), (50, 91), (14, 1), (38, 20), (85, 58), (69, 88), (71, 33), (67, 52), (46, 31), (71, 28), (18, 26), (61, 22), (85, 46), (35, 30)]",7.9879999999999995,7.042,7.875,8.038,15.068,16.026,29.994999999999997,115.458
797,"[0.2, 0.0, 0.0, 0.8, 0.5, 0.2, 0.3, 1, 1]","[(59, 7), (46, 52), (77, 90), (34, 34), (7, 59), (24, 29), (68, 25), (11, 88), (98, 99), (50, 10), (47, 40), (36, 35), (25, 47), (15, 71), (78, 7), (96, 63), (96, 81), (33, 55), (11, 99), (14, 3)]",6.351,6.582999999999999,7.1049999999999995,7.454,11.969999999999999,16.439999999999998,25.317,53.339999999999996
798,"[0.1, 0.05, 0.15, 0.7, 0.35, 0.15, 0.5, 1, 5]","[(51, 33), (19, 84), (98, 53), (34, 31), (26, 43), (62, 67), (58, 32), (45, 66), (1, 25), (53, 30), (20, 14), (6, 69), (70, 47), (96, 27), (18, 37), (17, 22), (45, 24), (83, 17), (59, 95), (1, 60)]",6.468,6.228,7.457,6.332,17.369,20.249,27.009,81.259
799,"[0.2, 0.1, 0.0, 0.7, 0.35, 0.15, 0.5, 1, 1]","[(28, 30), (56, 9), (87, 83), (46, 48), (8, 18), (37, 3), (87, 84), (82, 2), (67, 11), (65, 68), (45, 43), (91, 98), (86, 75), (99, 50), (45, 31), (11, 67), (66, 16), (51, 3), (29, 57), (52, 21)]",7.978,6.582,6.638999999999999,7.329,15.452,17.098,25.759,72.306
800,"[0.2, 0.35, 0.1, 0.35, 0.65, 0.2, 0.15, 1, 5]","[(8, 86), (60, 99), (34, 75), (92, 92), (47, 73), (83, 44), (98, 47), (2, 53), (57, 59), (29, 24), (53, 73), (78, 85), (22, 26), (4, 79), (24, 70), (95, 73), (49, 53), (97, 47), (78, 45), (27, 8)]",6.824999999999999,6.8759999999999994,7.603,6.6659999999999995,17.622999999999998,21.407,30.756,108.332
801,"[0.0, 0.0, 0.15, 0.85, 0.15, 0.25, 0.6, 1, 0]","[(20, 54), (49, 25), (36, 28), (51, 36), (90, 34), (43, 25), (53, 22), (12, 74), (53, 11), (77, 8), (21, 19), (30, 12), (68, 37), (48, 35), (75, 35), (89, 25), (27, 10), (80, 9), (24, 94), (18, 30)]",7.218,7.098999999999999,6.845,7.822,9.674,8.427,23.520999999999997,34.085
802,"[0.15, 0.1, 0.1, 0.65, 0.55, 0.0, 0.45, 1, 5]","[(31, 27), (48, 64), (46, 12), (62, 71), (26, 5), (10, 13), (12, 14), (33, 57), (1, 73), (53, 13), (65, 89), (78, 92), (80, 16), (41, 20), (39, 16), (29, 81), (14, 85), (36, 86), (70, 53), (68, 99)]",6.941,5.725,6.792999999999999,7.189,10.554,19.660999999999998,27.134999999999998,68.743
803,"[0.1, 0.25, 0.05, 0.6, 0.45, 0.35, 0.2, 1, 1]","[(69, 78), (31, 37), (39, 96), (99, 77), (24, 48), (27, 65), (79, 41), (54, 83), (46, 54), (28, 8), (60, 79), (85, 42), (67, 33), (41, 37), (27, 48), (57, 59), (17, 47), (51, 16), (10, 22), (31, 54)]",7.1819999999999995,6.2459999999999996,6.973,7.2379999999999995,16.153,13.301,29.656,97.143
804,"[0.15, 0.05, 0.15, 0.65, 0.4, 0.05, 0.55, 1, 7]","[(43, 29), (17, 19), (95, 30), (22, 89), (85, 87), (69, 10), (97, 2), (95, 87), (45, 10), (97, 33), (29, 12), (95, 11), (37, 67), (10, 76), (33, 3), (62, 56), (37, 70), (23, 27), (12, 46), (83, 84)]",7.231,6.332,6.771999999999999,6.037,13.029,14.386999999999999,24.714,52.589999999999996
805,"[0.25, 0.0, 0.15, 0.6, 0.35, 0.1, 0.55, 1, 3]","[(11, 68), (19, 39), (86, 32), (80, 66), (98, 26), (29, 6), (44, 10), (34, 18), (61, 86), (69, 95), (78, 78), (84, 39), (16, 28), (20, 25), (38, 30), (3, 76), (61, 99), (93, 21), (66, 2), (25, 16)]",7.0489999999999995,5.946,7.0089999999999995,5.965999999999999,16.04,18.509999999999998,28.506999999999998,134.97799999999998
806,"[0.05, 0.15, 0.1, 0.7, 0.6, 0.2, 0.2, 1, 3]","[(1, 42), (26, 56), (62, 67), (18, 82), (83, 99), (44, 8), (46, 14), (41, 41), (46, 72), (38, 93), (57, 43), (37, 4), (2, 65), (53, 28), (13, 77), (3, 58), (72, 38), (13, 87), (86, 54), (8, 84)]",7.33,5.691,6.859,5.951,14.379,18.887999999999998,23.598,43.891
807,"[0.1, 0.25, 0.2, 0.45, 0.55, 0.35, 0.1, 1, 1]","[(52, 44), (42, 87), (43, 38), (25, 86), (55, 44), (89, 49), (98, 33), (81, 73), (79, 27), (70, 61), (76, 42), (68, 82), (59, 59), (12, 75), (30, 85), (8, 52), (9, 57), (96, 52), (72, 43), (14, 44)]",6.334,6.475,6.688,6.784,13.488999999999999,13.803999999999998,28.459,94.61699999999999
808,"[0.05, 0.2, 0.0, 0.75, 0.45, 0.2, 0.35, 1, 1]","[(18, 48), (45, 97), (32, 78), (27, 42), (39, 86), (5, 31), (21, 90), (25, 19), (23, 68), (64, 28), (29, 36), (69, 29), (16, 67), (74, 56), (47, 88), (97, 84), (29, 26), (37, 33), (51, 43), (55, 16)]",7.13,7.241,6.3389999999999995,6.399,9.064,13.123,24.186999999999998,44.326
809,"[0.1, 0.15, 0.2, 0.55, 0.55, 0.2, 0.25, 1, 1]","[(7, 11), (90, 25), (25, 73), (8, 7), (53, 41), (54, 84), (26, 80), (28, 58), (42, 18), (62, 62), (91, 40), (82, 71), (33, 89), (24, 76), (69, 94), (91, 35), (41, 70), (79, 36), (38, 52), (47, 5)]",7.393,6.524,7.624,5.7059999999999995,10.767,16.07,26.197,84.30499999999999
810,"[0.15, 0.0, 0.05, 0.8, 0.25, 0.25, 0.5, 1, 3]","[(72, 17), (24, 81), (13, 44), (71, 21), (3, 32), (7, 44), (93, 77), (96, 56), (59, 8), (93, 13), (41, 40), (5, 46), (2, 31), (50, 24), (30, 3), (85, 61), (81, 6), (26, 39), (54, 21), (35, 74)]",7.401,5.88,7.05,5.931,13.074,18.064999999999998,24.506,74.892
811,"[0.15, 0.15, 0.05, 0.65, 0.45, 0.15, 0.4, 1, 1]","[(13, 18), (78, 48), (46, 3), (72, 96), (33, 69), (98, 54), (27, 92), (71, 41), (14, 3), (97, 56), (31, 61), (57, 21), (49, 97), (20, 95), (54, 64), (81, 18), (75, 1), (22, 43), (54, 13), (38, 9)]",6.515,5.575,6.1,5.627,16.548,15.458,24.89,94.291
812,"[0.25, 0.2, 0.15, 0.4, 0.6, 0.15, 0.25, 1, 5]","[(18, 85), (50, 2), (74, 37), (12, 18), (33, 71), (99, 14), (73, 95), (65, 71), (55, 71), (64, 64), (52, 9), (42, 55), (15, 9), (96, 39), (85, 93), (63, 90), (77, 91), (93, 58), (35, 75), (75, 35)]",7.861,6.518,9.539,7.236,11.693999999999999,21.118,31.455,92.185
813,"[0.05, 0.15, 0.1, 0.7, 0.45, 0.05, 0.5, 1, 5]","[(99, 8), (38, 63), (92, 23), (7, 93), (44, 25), (59, 57), (84, 9), (90, 59), (16, 46), (88, 32), (50, 28), (63, 10), (69, 24), (57, 12), (59, 71), (63, 74), (58, 51), (20, 88), (32, 14), (29, 55)]",8.219,5.9159999999999995,7.547,6.0969999999999995,10.267,11.289,27.555,69.38799999999999
814,"[0.05, 0.15, 0.0, 0.8, 0.3, 0.1, 0.6, 1, 1]","[(94, 7), (22, 72), (7, 5), (94, 11), (88, 24), (58, 10), (36, 42), (24, 87), (53, 12), (82, 41), (17, 69), (33, 1), (47, 81), (49, 11), (93, 51), (83, 18), (95, 10), (31, 31), (74, 91), (42, 15)]",7.5169999999999995,7.391,8.4,6.409,15.915,14.889,24.238999999999997,54.004
815,"[0.2, 0.15, 0.1, 0.55, 0.5, 0.25, 0.25, 1, 7]","[(64, 95), (57, 71), (86, 96), (98, 20), (15, 49), (37, 17), (21, 41), (98, 47), (49, 4), (34, 54), (76, 36), (78, 85), (13, 76), (43, 45), (87, 6), (85, 95), (18, 32), (25, 73), (53, 76), (27, 95)]",7.0249999999999995,6.566999999999999,7.002,6.920999999999999,11.703,15.225,28.011,62.077999999999996
816,"[0.05, 0.1, 0.05, 0.8, 0.45, 0.1, 0.45, 1, 3]","[(71, 60), (16, 97), (32, 21), (20, 58), (10, 85), (70, 33), (20, 22), (55, 7), (22, 97), (89, 19), (99, 92), (84, 45), (34, 6), (30, 43), (2, 6), (22, 8), (34, 58), (64, 51), (16, 51), (94, 16)]",7.375,5.861,7.148,5.968999999999999,13.769,11.074,21.39,41.044999999999995
817,"[0.2, 0.15, 0.1, 0.55, 0.4, 0.4, 0.2, 1, 5]","[(46, 5), (72, 26), (75, 46), (75, 33), (56, 75), (76, 41), (6, 42), (75, 72), (30, 11), (62, 38), (86, 76), (58, 34), (81, 70), (17, 34), (64, 62), (78, 34), (14, 73), (44, 56), (99, 88), (32, 47)]",7.959,6.6659999999999995,7.499,6.702999999999999,15.25,20.680999999999997,31.275,103.836
818,"[0.1, 0.15, 0.05, 0.7, 0.6, 0.15, 0.25, 1, 1]","[(56, 66), (81, 93), (16, 72), (41, 40), (2, 48), (29, 82), (88, 89), (52, 74), (21, 74), (24, 57), (3, 7), (85, 8), (5, 54), (64, 22), (25, 93), (9, 62), (23, 23), (66, 50), (71, 33), (48, 81)]",6.71,6.3229999999999995,7.558999999999999,5.242,13.761999999999999,13.144,25.564,65.952
819,"[0.25, 0.2, 0.05, 0.5, 0.6, 0.2, 0.2, 1, 5]","[(80, 78), (74, 57), (92, 84), (65, 96), (41, 47), (69, 8), (94, 34), (14, 46), (65, 52), (32, 7), (53, 81), (96, 45), (58, 6), (39, 28), (87, 89), (76, 82), (28, 62), (8, 78), (21, 88), (19, 78)]",6.526,6.7379999999999995,7.435,6.8999999999999995,17.407999999999998,18.459,30.855999999999998,66.64999999999999
820,"[0.15, 0.25, 0.05, 0.55, 0.7, 0.05, 0.25, 1, 5]","[(23, 40), (81, 79), (41, 13), (70, 55), (2, 5), (42, 16), (5, 27), (35, 91), (29, 61), (61, 66), (77, 62), (35, 65), (55, 75), (12, 82), (95, 53), (8, 59), (94, 70), (25, 74), (29, 13), (79, 58)]",7.8229999999999995,7.122,7.045,7.231999999999999,16.2,31.794999999999998,38.558,163.257
821,"[0.2, 0.15, 0.1, 0.55, 0.45, 0.2, 0.35, 1, 5]","[(71, 12), (50, 76), (60, 37), (71, 5), (59, 61), (40, 2), (97, 64), (65, 93), (18, 19), (18, 45), (43, 35), (64, 52), (20, 90), (36, 33), (73, 61), (66, 77), (23, 30), (67, 48), (76, 97), (25, 23)]",6.925999999999999,6.04,7.824999999999999,6.217,15.54,25.645,31.101,126.997
822,"[0.15, 0.25, 0.2, 0.4, 0.55, 0.2, 0.25, 1, 5]","[(72, 20), (71, 19), (49, 64), (94, 47), (67, 88), (83, 91), (2, 46), (60, 79), (31, 91), (61, 27), (38, 59), (58, 39), (64, 57), (48, 89), (68, 39), (90, 59), (30, 7), (36, 72), (87, 57), (6, 29)]",8.53,7.439,7.502999999999999,7.576,17.916,22.901999999999997,34.397999999999996,121.018
823,"[0.15, 0.15, 0.1, 0.6, 0.5, 0.1, 0.4, 1, 5]","[(39, 18), (29, 65), (53, 8), (89, 91), (78, 57), (26, 55), (49, 59), (45, 2), (26, 30), (41, 16), (49, 9), (71, 68), (72, 35), (85, 43), (92, 2), (32, 53), (91, 2), (12, 79), (85, 84), (82, 98)]",7.321,6.185,7.431,5.79,14.664,17.499,27.61,67.592
824,"[0.1, 0.2, 0.2, 0.5, 0.65, 0.15, 0.2, 1, 5]","[(47, 82), (47, 59), (6, 82), (8, 89), (56, 61), (70, 68), (3, 68), (85, 30), (96, 20), (44, 74), (21, 89), (66, 68), (92, 16), (90, 37), (2, 86), (22, 34), (21, 17), (85, 60), (97, 53), (28, 43)]",6.324999999999999,5.443,6.907,6.048,12.623,15.447999999999999,32.844,100.05
825,"[0.1, 0.1, 0.1, 0.7, 0.45, 0.2, 0.35, 1, 7]","[(67, 23), (84, 18), (59, 37), (17, 93), (94, 19), (44, 83), (66, 77), (38, 39), (83, 73), (41, 25), (81, 36), (94, 10), (33, 51), (20, 34), (24, 20), (22, 26), (3, 95), (75, 65), (49, 60), (12, 71)]",6.769,7.082,6.6129999999999995,6.3309999999999995,9.966999999999999,11.991,26.570999999999998,58.989999999999995
826,"[0.15, 0.15, 0.15, 0.55, 0.6, 0.15, 0.25, 1, 5]","[(8, 83), (91, 53), (87, 44), (40, 86), (35, 1), (4, 62), (89, 61), (70, 73), (18, 74), (81, 37), (11, 54), (15, 15), (26, 65), (72, 6), (80, 39), (17, 30), (37, 75), (97, 7), (71, 98), (10, 99)]",6.691,5.718999999999999,7.276999999999999,5.689,12.748,14.764,26.154,72.946
827,"[0.25, 0.05, 0.1, 0.6, 0.5, 0.1, 0.4, 1, 5]","[(93, 54), (6, 64), (61, 76), (18, 32), (52, 44), (48, 53), (33, 6), (85, 86), (18, 88), (54, 61), (77, 93), (81, 24), (97, 9), (37, 47), (76, 70), (30, 20), (19, 28), (32, 2), (27, 8), (94, 65)]",7.260999999999999,6.9639999999999995,6.715999999999999,6.5169999999999995,19.523,26.938,34.102,133.15699999999998
828,"[0.05, 0.2, 0.2, 0.55, 0.55, 0.05, 0.4, 1, 5]","[(56, 78), (79, 60), (57, 60), (5, 14), (79, 32), (19, 78), (3, 79), (35, 72), (81, 76), (78, 62), (90, 26), (25, 27), (21, 1), (66, 18), (94, 30), (29, 60), (9, 18), (58, 34), (26, 71), (38, 69)]",7.638,5.053999999999999,6.811,5.981999999999999,15.612,21.016,28.918999999999997,116.496
829,"[0.2, 0.2, 0.1, 0.5, 0.55, 0.25, 0.2, 1, 5]","[(13, 36), (71, 20), (52, 76), (95, 88), (23, 39), (52, 50), (92, 72), (96, 40), (49, 68), (80, 72), (86, 13), (13, 96), (53, 84), (87, 57), (17, 43), (41, 57), (58, 31), (46, 14), (68, 95), (23, 83)]",7.489,7.204,6.786,6.85,11.208,16.796,29.884999999999998,83.407
830,"[0.05, 0.25, 0.15, 0.55, 0.45, 0.1, 0.45, 1, 3]","[(76, 20), (65, 54), (65, 66), (5, 15), (21, 27), (19, 24), (38, 65), (96, 28), (34, 78), (48, 86), (10, 17), (30, 6), (32, 28), (64, 34), (78, 95), (32, 40), (56, 72), (44, 62), (51, 32), (60, 79)]",6.417,6.548,6.976999999999999,6.694,13.77,13.077,32.917,82.057
831,"[0.25, 0.2, 0.1, 0.45, 0.65, 0.2, 0.15, 1, 7]","[(38, 60), (75, 59), (25, 85), (2, 44), (32, 89), (22, 93), (86, 26), (31, 5), (66, 55), (69, 97), (18, 82), (83, 63), (74, 44), (95, 76), (91, 83), (17, 50), (62, 97), (16, 22), (97, 41), (62, 76)]",8.314,7.901,8.167,7.468999999999999,13.100999999999999,15.37,31.386,96.306
832,"[0.3, 0.3, 0.05, 0.35, 0.9, 0.0, 0.1, 1, 5]","[(16, 93), (4, 71), (94, 82), (57, 91), (98, 99), (88, 85), (74, 98), (21, 9), (53, 69), (70, 90), (16, 99), (56, 51), (48, 98), (23, 51), (81, 53), (41, 99), (40, 90), (30, 71), (7, 15), (74, 53)]",7.552,7.526999999999999,8.843,7.728,16.977,19.159,29.962999999999997,73.845
