,Labels,Item sets
728,"[0.2, 0.35, 0.1, 0.35, 0.55, 0.35, 0.1, 1]","[(7, 37), (3, 12), (67, 36), (97, 92), (54, 85), (81, 58), (22, 95), (96, 52), (63, 90), (26, 84), (7, 72), (57, 48), (73, 48), (95, 50), (44, 8), (95, 89), (80, 98), (56, 66), (97, 45), (67, 45)]"
729,"[0.2, 0.2, 0.1, 0.5, 0.65, 0.15, 0.2, 1]","[(19, 99), (19, 43), (25, 65), (71, 99), (32, 66), (61, 98), (69, 15), (98, 43), (60, 27), (28, 91), (46, 88), (35, 56), (12, 60), (91, 90), (69, 45), (19, 9), (93, 2), (99, 95), (87, 55), (63, 69)]"
730,"[0.05, 0.1, 0.15, 0.7, 0.6, 0.15, 0.25, 1]","[(24, 35), (48, 9), (67, 49), (29, 51), (44, 53), (5, 81), (50, 78), (45, 69), (45, 27), (7, 76), (47, 85), (33, 92), (56, 9), (66, 95), (88, 15), (68, 35), (82, 12), (14, 61), (16, 80), (42, 58)]"
731,"[0.1, 0.1, 0.15, 0.65, 0.35, 0.2, 0.45, 1]","[(61, 35), (34, 87), (85, 14), (99, 44), (39, 12), (6, 54), (5, 32), (20, 58), (62, 5), (30, 15), (62, 20), (40, 5), (23, 12), (45, 32), (98, 64), (79, 47), (97, 67), (38, 87), (33, 91), (40, 49)]"
732,"[0.3, 0.15, 0.0, 0.55, 0.65, 0.0, 0.35, 1]","[(57, 5), (76, 95), (12, 6), (60, 98), (10, 65), (5, 22), (88, 86), (1, 13), (87, 66), (7, 95), (37, 99), (88, 61), (28, 57), (97, 20), (35, 66), (93, 66), (59, 57), (74, 58), (7, 12), (67, 33)]"
733,"[0.05, 0.2, 0.25, 0.5, 0.45, 0.3, 0.25, 1]","[(96, 44), (36, 69), (22, 7), (82, 27), (64, 63), (80, 71), (49, 44), (77, 36), (43, 7), (42, 75), (54, 48), (51, 86), (22, 67), (7, 74), (67, 31), (96, 40), (80, 41), (6, 52), (76, 25), (54, 57)]"
734,"[0.05, 0.15, 0.15, 0.65, 0.6, 0.1, 0.3, 1]","[(30, 71), (71, 11), (21, 55), (10, 74), (9, 70), (41, 84), (3, 71), (24, 1), (89, 1), (36, 30), (29, 50), (30, 87), (57, 93), (62, 31), (13, 63), (55, 57), (46, 32), (88, 46), (47, 62), (54, 71)]"
735,"[0.1, 0.2, 0.3, 0.4, 0.55, 0.15, 0.3, 1]","[(17, 83), (92, 31), (41, 68), (92, 25), (74, 7), (85, 47), (66, 78), (73, 25), (26, 98), (86, 52), (81, 28), (92, 95), (40, 37), (31, 86), (38, 81), (91, 43), (54, 52), (62, 60), (22, 15), (8, 99)]"
736,"[0.1, 0.1, 0.2, 0.6, 0.3, 0.15, 0.55, 1]","[(47, 72), (82, 38), (31, 4), (68, 49), (10, 26), (42, 15), (34, 90), (45, 99), (33, 8), (32, 17), (13, 6), (1, 50), (73, 25), (56, 59), (43, 2), (12, 7), (18, 14), (62, 89), (87, 98), (16, 30)]"
737,"[0.15, 0.1, 0.15, 0.6, 0.45, 0.3, 0.25, 1]","[(63, 87), (16, 41), (85, 69), (81, 37), (37, 53), (40, 71), (83, 1), (6, 52), (77, 11), (36, 44), (24, 57), (18, 46), (65, 12), (62, 43), (82, 21), (53, 86), (58, 88), (48, 87), (13, 32), (34, 43)]"
738,"[0.3, 0.1, 0.1, 0.5, 0.65, 0.05, 0.3, 1]","[(55, 89), (51, 49), (79, 82), (45, 8), (75, 9), (40, 71), (88, 66), (65, 96), (21, 98), (10, 88), (23, 73), (64, 90), (70, 59), (35, 79), (98, 11), (64, 8), (77, 19), (61, 83), (55, 23), (83, 62)]"
739,"[0.25, 0.15, 0.2, 0.4, 0.65, 0.15, 0.2, 1]","[(73, 17), (74, 35), (90, 45), (37, 81), (78, 73), (94, 56), (28, 59), (72, 55), (98, 28), (90, 87), (23, 99), (27, 57), (23, 22), (18, 75), (86, 2), (93, 89), (92, 59), (48, 92), (52, 39), (37, 87)]"
740,"[0.15, 0.2, 0.05, 0.6, 0.5, 0.05, 0.45, 1]","[(47, 73), (85, 14), (31, 29), (94, 78), (39, 79), (75, 64), (11, 3), (73, 29), (28, 7), (24, 34), (18, 16), (34, 72), (22, 28), (52, 74), (53, 83), (74, 82), (56, 91), (29, 74), (91, 13), (20, 28)]"
741,"[0.0, 0.3, 0.1, 0.6, 0.15, 0.4, 0.45, 1]","[(77, 45), (70, 30), (54, 86), (84, 50), (78, 25), (59, 42), (5, 21), (63, 44), (62, 80), (9, 48), (24, 45), (35, 22), (76, 47), (92, 27), (94, 23), (74, 16), (97, 3), (55, 48), (54, 73), (5, 24)]"
742,"[0.15, 0.2, 0.2, 0.45, 0.45, 0.3, 0.25, 1]","[(56, 71), (4, 96), (14, 29), (16, 42), (85, 39), (26, 33), (54, 48), (69, 22), (60, 69), (65, 45), (67, 78), (3, 63), (49, 89), (64, 30), (84, 64), (89, 35), (27, 14), (94, 37), (84, 73), (8, 87)]"
743,"[0.2, 0.05, 0.0, 0.75, 0.45, 0.2, 0.35, 1]","[(84, 54), (67, 93), (54, 98), (38, 26), (77, 66), (17, 75), (21, 69), (55, 7), (15, 37), (49, 19), (88, 16), (19, 58), (51, 46), (11, 6), (10, 81), (70, 78), (5, 15), (95, 3), (56, 39), (25, 49)]"
744,"[0.25, 0.05, 0.15, 0.55, 0.55, 0.1, 0.35, 1]","[(4, 71), (31, 7), (42, 63), (38, 70), (90, 68), (85, 90), (95, 2), (94, 38), (51, 28), (72, 12), (92, 83), (4, 56), (95, 72), (28, 39), (19, 25), (51, 60), (1, 19), (91, 73), (29, 5), (9, 55)]"
745,"[0.2, 0.25, 0.0, 0.55, 0.6, 0.1, 0.3, 1]","[(44, 76), (27, 71), (56, 10), (79, 4), (46, 25), (80, 81), (78, 92), (60, 74), (61, 68), (1, 65), (53, 71), (47, 31), (4, 37), (91, 95), (56, 95), (10, 72), (44, 36), (40, 31), (42, 30), (52, 93)]"
746,"[0.3, 0.2, 0.1, 0.4, 0.75, 0.0, 0.25, 1]","[(56, 62), (80, 82), (72, 71), (19, 61), (28, 76), (89, 89), (39, 94), (98, 27), (3, 32), (19, 64), (86, 75), (61, 62), (16, 89), (56, 53), (2, 6), (73, 79), (60, 60), (86, 73), (74, 5), (24, 24)]"
747,"[0.2, 0.15, 0.05, 0.6, 0.6, 0.05, 0.35, 1]","[(18, 3), (44, 51), (9, 53), (26, 38), (35, 2), (9, 64), (34, 8), (77, 90), (75, 54), (85, 53), (26, 57), (36, 56), (51, 16), (49, 5), (74, 91), (96, 93), (85, 53), (88, 33), (12, 9), (72, 82)]"
748,"[0.05, 0.25, 0.1, 0.6, 0.3, 0.3, 0.4, 1]","[(60, 29), (66, 26), (60, 38), (47, 70), (26, 88), (48, 19), (51, 11), (33, 93), (92, 40), (54, 3), (67, 76), (88, 43), (20, 32), (79, 24), (67, 58), (3, 48), (13, 47), (63, 73), (83, 9), (71, 50)]"
749,"[0.2, 0.1, 0.0, 0.7, 0.55, 0.1, 0.35, 1]","[(31, 12), (25, 58), (15, 88), (2, 19), (68, 31), (25, 46), (54, 95), (92, 63), (80, 47), (76, 67), (28, 89), (99, 17), (6, 18), (63, 20), (21, 68), (10, 15), (11, 63), (88, 82), (3, 95), (36, 97)]"
750,"[0.1, 0.15, 0.1, 0.65, 0.55, 0.15, 0.3, 1]","[(16, 39), (2, 74), (2, 52), (92, 61), (89, 2), (79, 19), (83, 48), (67, 55), (68, 46), (61, 21), (24, 51), (47, 61), (3, 25), (25, 33), (2, 56), (43, 18), (21, 58), (64, 67), (10, 70), (95, 68)]"
751,"[0.3, 0.05, 0.2, 0.45, 0.5, 0.1, 0.4, 1]","[(75, 70), (21, 11), (38, 66), (91, 28), (66, 47), (99, 60), (32, 86), (26, 33), (49, 40), (90, 54), (50, 14), (59, 7), (33, 73), (73, 25), (63, 94), (39, 18), (69, 94), (70, 4), (84, 65), (89, 72)]"
752,"[0.25, 0.2, 0.0, 0.55, 0.6, 0.2, 0.2, 1]","[(77, 74), (2, 12), (54, 63), (95, 55), (65, 35), (61, 35), (60, 74), (72, 22), (34, 36), (13, 67), (88, 86), (52, 83), (15, 70), (79, 73), (99, 52), (33, 47), (19, 15), (51, 3), (62, 63), (21, 60)]"
753,"[0.05, 0.1, 0.1, 0.75, 0.35, 0.05, 0.6, 1]","[(23, 67), (47, 17), (25, 91), (11, 1), (28, 59), (17, 87), (89, 30), (56, 54), (74, 14), (89, 7), (76, 46), (64, 14), (71, 13), (98, 6), (46, 15), (99, 76), (3, 23), (2, 22), (43, 89), (45, 15)]"
754,"[0.25, 0.1, 0.05, 0.6, 0.5, 0.2, 0.3, 1]","[(88, 58), (21, 69), (53, 28), (97, 62), (44, 58), (52, 8), (67, 60), (36, 48), (1, 14), (94, 11), (73, 82), (85, 81), (46, 81), (85, 86), (81, 4), (31, 44), (25, 95), (24, 26), (56, 42), (54, 38)]"
755,"[0.1, 0.2, 0.15, 0.55, 0.55, 0.1, 0.35, 1]","[(94, 94), (50, 79), (28, 55), (12, 8), (49, 30), (24, 15), (44, 56), (93, 26), (75, 20), (37, 86), (77, 67), (43, 6), (74, 56), (42, 54), (9, 54), (93, 35), (55, 52), (60, 59), (1, 15), (87, 45)]"
756,"[0.25, 0.05, 0.2, 0.5, 0.6, 0.05, 0.35, 1]","[(97, 57), (50, 58), (23, 99), (13, 66), (35, 60), (96, 67), (87, 30), (78, 30), (59, 91), (63, 93), (86, 27), (4, 33), (77, 46), (81, 85), (9, 31), (5, 68), (55, 60), (90, 28), (7, 29), (27, 56)]"
757,"[0.1, 0.1, 0.15, 0.65, 0.6, 0.05, 0.35, 1]","[(11, 84), (58, 9), (33, 74), (99, 51), (25, 60), (26, 30), (99, 79), (24, 27), (20, 94), (47, 60), (7, 73), (36, 69), (10, 22), (53, 13), (65, 41), (39, 66), (72, 67), (65, 57), (44, 15), (65, 29)]"
758,"[0.25, 0.1, 0.15, 0.5, 0.55, 0.1, 0.35, 1]","[(96, 12), (74, 91), (71, 11), (38, 98), (76, 1), (74, 39), (36, 97), (9, 90), (76, 38), (19, 59), (19, 15), (4, 83), (35, 90), (93, 97), (86, 13), (92, 69), (62, 91), (23, 30), (60, 24), (97, 70)]"
759,"[0.15, 0.3, 0.1, 0.45, 0.5, 0.3, 0.2, 1]","[(69, 49), (4, 53), (64, 33), (14, 25), (57, 83), (17, 98), (24, 30), (96, 16), (71, 97), (36, 66), (75, 44), (84, 59), (31, 45), (59, 75), (60, 50), (80, 74), (99, 53), (2, 50), (85, 50), (55, 88)]"
760,"[0.15, 0.1, 0.2, 0.55, 0.3, 0.35, 0.35, 1]","[(87, 58), (1, 24), (91, 29), (16, 2), (32, 59), (23, 94), (71, 49), (22, 38), (27, 60), (72, 89), (76, 35), (76, 46), (85, 24), (61, 86), (54, 12), (57, 16), (17, 32), (72, 44), (2, 42), (86, 36)]"
761,"[0.1, 0.15, 0.1, 0.65, 0.45, 0.1, 0.45, 1]","[(87, 57), (63, 86), (36, 26), (3, 20), (50, 24), (73, 66), (26, 45), (22, 61), (44, 31), (41, 33), (39, 57), (39, 8), (54, 42), (14, 23), (75, 64), (63, 51), (73, 16), (33, 61), (97, 57), (82, 33)]"
762,"[0.05, 0.1, 0.0, 0.85, 0.45, 0.2, 0.35, 1]","[(27, 8), (41, 38), (23, 82), (35, 29), (48, 79), (2, 99), (32, 49), (56, 69), (51, 22), (64, 83), (3, 41), (27, 61), (19, 82), (76, 23), (71, 28), (13, 45), (74, 10), (5, 64), (48, 7), (28, 67)]"
763,"[0.1, 0.15, 0.1, 0.65, 0.45, 0.1, 0.45, 1]","[(89, 53), (29, 23), (27, 10), (95, 28), (74, 56), (30, 46), (92, 1), (79, 77), (50, 24), (51, 77), (84, 14), (66, 76), (90, 22), (7, 85), (7, 6), (43, 47), (62, 17), (40, 66), (21, 86), (18, 71)]"
764,"[0.25, 0.2, 0.05, 0.5, 0.4, 0.4, 0.2, 1]","[(2, 11), (68, 49), (59, 59), (46, 29), (77, 88), (27, 61), (80, 42), (5, 40), (86, 12), (67, 86), (38, 41), (10, 49), (72, 47), (98, 96), (19, 32), (71, 64), (38, 45), (80, 76), (3, 38), (89, 98)]"
765,"[0.05, 0.25, 0.1, 0.6, 0.45, 0.2, 0.35, 1]","[(29, 45), (84, 29), (94, 52), (17, 67), (95, 76), (67, 40), (57, 68), (39, 15), (70, 52), (68, 4), (23, 14), (73, 33), (74, 56), (2, 74), (69, 25), (82, 55), (8, 45), (3, 61), (63, 40), (40, 7)]"
766,"[0.15, 0.15, 0.1, 0.6, 0.5, 0.1, 0.4, 1]","[(74, 39), (27, 95), (89, 70), (27, 30), (86, 41), (81, 71), (57, 24), (39, 32), (18, 88), (6, 11), (60, 73), (57, 79), (6, 66), (3, 26), (26, 93), (96, 9), (90, 58), (11, 16), (32, 5), (30, 80)]"
767,"[0.15, 0.2, 0.1, 0.55, 0.45, 0.15, 0.4, 1]","[(8, 42), (34, 90), (72, 85), (28, 22), (56, 6), (80, 83), (15, 31), (62, 26), (22, 28), (94, 4), (49, 91), (22, 75), (81, 42), (98, 9), (89, 48), (15, 93), (40, 84), (85, 79), (74, 29), (44, 72)]"
768,"[0.3, 0.05, 0.05, 0.6, 0.6, 0.1, 0.3, 1]","[(72, 88), (19, 49), (70, 21), (71, 33), (71, 98), (87, 91), (84, 18), (17, 80), (31, 77), (32, 41), (53, 58), (42, 98), (31, 6), (86, 72), (49, 3), (1, 92), (9, 93), (91, 91), (94, 82), (99, 1)]"
769,"[0.05, 0.3, 0.1, 0.55, 0.4, 0.35, 0.25, 1]","[(48, 51), (4, 39), (7, 41), (5, 65), (84, 35), (83, 49), (70, 49), (97, 94), (87, 25), (52, 33), (63, 57), (50, 58), (7, 16), (99, 2), (73, 54), (2, 67), (67, 21), (13, 43), (65, 58), (88, 39)]"
770,"[0.25, 0.25, 0.0, 0.5, 0.5, 0.2, 0.3, 1]","[(84, 28), (43, 84), (55, 34), (86, 80), (89, 69), (75, 82), (32, 69), (51, 97), (77, 61), (93, 46), (30, 58), (8, 4), (78, 79), (64, 29), (82, 48), (73, 89), (82, 16), (49, 50), (89, 2), (79, 23)]"
771,"[0.15, 0.15, 0.1, 0.6, 0.55, 0.1, 0.35, 1]","[(42, 67), (99, 99), (68, 75), (18, 28), (22, 35), (47, 96), (47, 48), (40, 68), (91, 25), (32, 12), (56, 71), (25, 59), (72, 24), (44, 5), (49, 27), (24, 78), (72, 83), (54, 82), (26, 22), (30, 71)]"
772,"[0.15, 0.1, 0.1, 0.65, 0.45, 0.3, 0.25, 1]","[(72, 82), (27, 46), (22, 65), (89, 38), (28, 45), (70, 65), (65, 98), (60, 29), (10, 16), (89, 71), (69, 41), (26, 95), (17, 81), (33, 80), (72, 10), (37, 26), (5, 61), (13, 33), (4, 50), (60, 36)]"
773,"[0.1, 0.3, 0.05, 0.55, 0.55, 0.1, 0.35, 1]","[(87, 28), (45, 3), (43, 97), (19, 74), (39, 94), (18, 88), (8, 98), (87, 48), (49, 69), (84, 85), (10, 29), (48, 16), (5, 4), (91, 71), (53, 84), (8, 40), (60, 30), (22, 6), (41, 83), (56, 53)]"
774,"[0.25, 0.1, 0.15, 0.5, 0.6, 0.15, 0.25, 1]","[(18, 70), (65, 98), (26, 95), (77, 57), (60, 66), (66, 81), (65, 50), (71, 27), (25, 65), (67, 89), (64, 8), (56, 34), (55, 50), (43, 61), (99, 57), (23, 16), (57, 25), (12, 79), (87, 18), (79, 83)]"
775,"[0.05, 0.2, 0.15, 0.6, 0.6, 0.15, 0.25, 1]","[(5, 63), (50, 1), (59, 67), (16, 89), (54, 50), (26, 81), (87, 22), (26, 17), (66, 37), (55, 71), (97, 45), (31, 81), (56, 73), (3, 63), (98, 96), (65, 51), (14, 25), (17, 10), (49, 51), (32, 64)]"
776,"[0.1, 0.1, 0.3, 0.5, 0.4, 0.15, 0.45, 1]","[(21, 1), (99, 28), (74, 3), (55, 72), (67, 24), (49, 19), (84, 62), (83, 57), (48, 16), (62, 43), (49, 16), (71, 9), (46, 59), (67, 41), (33, 58), (32, 84), (38, 41), (46, 70), (58, 90), (56, 30)]"
777,"[0.15, 0.05, 0.1, 0.7, 0.5, 0.3, 0.2, 1]","[(54, 93), (50, 60), (35, 61), (34, 11), (73, 42), (32, 53), (45, 51), (10, 63), (32, 42), (6, 44), (60, 75), (38, 17), (90, 94), (57, 5), (41, 42), (6, 61), (70, 20), (4, 35), (4, 43), (68, 96)]"
778,"[0.2, 0.1, 0.25, 0.45, 0.6, 0.2, 0.2, 1]","[(72, 44), (41, 66), (13, 88), (89, 64), (58, 35), (27, 38), (25, 80), (54, 81), (90, 79), (73, 34), (51, 71), (73, 1), (87, 3), (49, 57), (87, 19), (40, 65), (97, 74), (91, 61), (33, 83), (70, 26)]"
779,"[0.2, 0.05, 0.3, 0.45, 0.45, 0.25, 0.3, 1]","[(96, 56), (47, 5), (75, 40), (72, 35), (54, 93), (78, 33), (66, 3), (66, 40), (73, 19), (30, 81), (97, 99), (65, 39), (76, 1), (46, 27), (10, 61), (52, 90), (16, 47), (72, 88), (4, 54), (40, 76)]"
780,"[0.15, 0.1, 0.0, 0.75, 0.5, 0.2, 0.3, 1]","[(15, 22), (84, 87), (26, 65), (60, 20), (19, 36), (6, 97), (88, 9), (62, 90), (97, 17), (77, 24), (8, 74), (1, 6), (17, 37), (21, 58), (88, 41), (41, 91), (98, 66), (36, 60), (14, 86), (29, 37)]"
781,"[0.05, 0.1, 0.2, 0.65, 0.3, 0.3, 0.4, 1]","[(99, 26), (94, 58), (76, 29), (19, 79), (66, 11), (12, 15), (48, 84), (62, 50), (17, 38), (21, 82), (16, 41), (6, 76), (43, 23), (70, 3), (89, 5), (74, 45), (99, 50), (67, 45), (6, 69), (57, 33)]"
782,"[0.1, 0.15, 0.2, 0.55, 0.7, 0.1, 0.2, 1]","[(43, 90), (20, 76), (3, 52), (26, 91), (84, 86), (24, 14), (5, 21), (5, 1), (50, 53), (91, 52), (21, 75), (28, 63), (13, 16), (32, 77), (67, 67), (29, 79), (82, 35), (41, 67), (55, 46), (96, 85)]"
783,"[0.15, 0.25, 0.1, 0.5, 0.6, 0.1, 0.3, 1]","[(2, 10), (64, 87), (51, 66), (24, 32), (14, 46), (12, 58), (56, 12), (79, 94), (25, 52), (70, 98), (51, 19), (30, 90), (47, 89), (43, 96), (73, 3), (40, 68), (53, 92), (65, 73), (13, 26), (23, 48)]"
784,"[0.1, 0.25, 0.05, 0.6, 0.7, 0.05, 0.25, 1]","[(78, 86), (32, 65), (40, 57), (37, 1), (99, 96), (67, 65), (30, 46), (20, 98), (45, 97), (55, 32), (44, 13), (29, 77), (40, 19), (38, 60), (55, 53), (17, 21), (31, 67), (47, 80), (65, 69), (52, 66)]"
785,"[0.05, 0.25, 0.2, 0.5, 0.35, 0.4, 0.25, 1]","[(73, 49), (74, 45), (45, 58), (9, 75), (97, 32), (41, 87), (51, 73), (26, 36), (49, 15), (2, 14), (87, 37), (52, 44), (43, 94), (78, 45), (3, 87), (2, 27), (84, 70), (23, 48), (37, 39), (75, 32)]"
786,"[0.1, 0.25, 0.2, 0.45, 0.65, 0.1, 0.25, 1]","[(13, 74), (87, 21), (76, 37), (98, 40), (15, 88), (60, 75), (17, 92), (62, 56), (70, 29), (48, 90), (97, 32), (33, 92), (43, 9), (91, 55), (83, 59), (29, 82), (16, 28), (31, 98), (93, 78), (10, 99)]"
787,"[0.15, 0.15, 0.1, 0.6, 0.5, 0.1, 0.4, 1]","[(71, 53), (77, 95), (36, 95), (45, 14), (8, 23), (69, 91), (11, 7), (9, 20), (22, 93), (61, 28), (87, 4), (1, 90), (14, 8), (57, 43), (61, 79), (81, 41), (68, 92), (18, 56), (37, 80), (59, 10)]"
788,"[0.1, 0.05, 0.2, 0.65, 0.55, 0.2, 0.25, 1]","[(44, 65), (51, 69), (56, 91), (18, 89), (67, 83), (48, 17), (23, 87), (57, 30), (56, 47), (60, 23), (74, 18), (19, 86), (15, 45), (30, 52), (56, 20), (40, 82), (17, 57), (50, 35), (3, 45), (31, 93)]"
789,"[0.15, 0.1, 0.2, 0.55, 0.55, 0.15, 0.3, 1]","[(84, 75), (17, 64), (63, 74), (8, 66), (44, 52), (11, 80), (48, 29), (9, 49), (61, 84), (40, 63), (86, 77), (95, 25), (7, 5), (44, 70), (78, 22), (62, 42), (91, 42), (61, 54), (43, 1), (59, 10)]"
790,"[0.2, 0.1, 0.05, 0.65, 0.3, 0.25, 0.45, 1]","[(61, 15), (97, 60), (76, 67), (90, 61), (72, 26), (84, 25), (93, 1), (38, 43), (24, 13), (23, 84), (3, 35), (70, 40), (30, 21), (14, 39), (98, 12), (79, 50), (59, 99), (89, 18), (77, 63), (37, 19)]"
791,"[0.2, 0.05, 0.15, 0.6, 0.4, 0.15, 0.45, 1]","[(43, 89), (26, 90), (91, 78), (17, 62), (35, 64), (66, 8), (19, 19), (14, 39), (96, 34), (78, 93), (78, 89), (24, 15), (83, 76), (94, 30), (82, 27), (23, 35), (96, 21), (29, 32), (43, 25), (96, 33)]"
792,"[0.25, 0.15, 0.1, 0.5, 0.6, 0.05, 0.35, 1]","[(88, 53), (47, 68), (56, 75), (84, 8), (55, 86), (33, 93), (52, 24), (95, 87), (43, 41), (50, 25), (88, 82), (58, 21), (64, 83), (25, 80), (23, 88), (80, 94), (66, 26), (24, 26), (88, 83), (13, 16)]"
793,"[0.2, 0.15, 0.0, 0.65, 0.45, 0.2, 0.35, 1]","[(90, 86), (74, 99), (10, 33), (22, 35), (64, 37), (57, 69), (70, 26), (44, 14), (14, 82), (62, 35), (2, 60), (75, 62), (57, 29), (92, 49), (70, 81), (69, 7), (12, 22), (83, 97), (38, 53), (72, 1)]"
794,"[0.15, 0.15, 0.05, 0.65, 0.4, 0.2, 0.4, 1]","[(53, 24), (22, 72), (26, 30), (56, 3), (93, 60), (29, 21), (92, 54), (29, 42), (19, 95), (82, 37), (5, 50), (44, 45), (44, 17), (97, 4), (70, 30), (72, 95), (48, 98), (67, 19), (59, 91), (45, 97)]"
795,"[0.05, 0.0, 0.05, 0.9, 0.4, 0.25, 0.35, 1]","[(27, 6), (63, 34), (18, 94), (38, 66), (63, 14), (3, 25), (79, 30), (18, 45), (11, 63), (7, 54), (38, 65), (88, 19), (76, 5), (48, 34), (30, 48), (50, 36), (26, 73), (60, 88), (62, 4), (30, 67)]"
796,"[0.1, 0.2, 0.0, 0.7, 0.35, 0.1, 0.55, 1]","[(14, 94), (47, 12), (3, 65), (26, 34), (84, 68), (42, 24), (55, 25), (50, 91), (14, 1), (38, 20), (85, 58), (69, 88), (71, 33), (67, 52), (46, 31), (71, 28), (18, 26), (61, 22), (85, 46), (35, 30)]"
797,"[0.2, 0.0, 0.0, 0.8, 0.5, 0.2, 0.3, 1]","[(59, 7), (46, 52), (77, 90), (34, 34), (7, 59), (24, 29), (68, 25), (11, 88), (98, 99), (50, 10), (47, 40), (36, 35), (25, 47), (15, 71), (78, 7), (96, 63), (96, 81), (33, 55), (11, 99), (14, 3)]"
798,"[0.1, 0.05, 0.15, 0.7, 0.35, 0.15, 0.5, 1]","[(51, 33), (19, 84), (98, 53), (34, 31), (26, 43), (62, 67), (58, 32), (45, 66), (1, 25), (53, 30), (20, 14), (6, 69), (70, 47), (96, 27), (18, 37), (17, 22), (45, 24), (83, 17), (59, 95), (1, 60)]"
799,"[0.2, 0.1, 0.0, 0.7, 0.35, 0.15, 0.5, 1]","[(28, 30), (56, 9), (87, 83), (46, 48), (8, 18), (37, 3), (87, 84), (82, 2), (67, 11), (65, 68), (45, 43), (91, 98), (86, 75), (99, 50), (45, 31), (11, 67), (66, 16), (51, 3), (29, 57), (52, 21)]"
800,"[0.2, 0.35, 0.1, 0.35, 0.65, 0.2, 0.15, 1]","[(8, 86), (60, 99), (34, 75), (92, 92), (47, 73), (83, 44), (98, 47), (2, 53), (57, 59), (29, 24), (53, 73), (78, 85), (22, 26), (4, 79), (24, 70), (95, 73), (49, 53), (97, 47), (78, 45), (27, 8)]"
801,"[0.0, 0.0, 0.15, 0.85, 0.15, 0.25, 0.6, 1]","[(20, 54), (49, 25), (36, 28), (51, 36), (90, 34), (43, 25), (53, 22), (12, 74), (53, 11), (77, 8), (21, 19), (30, 12), (68, 37), (48, 35), (75, 35), (89, 25), (27, 10), (80, 9), (24, 94), (18, 30)]"
802,"[0.15, 0.1, 0.1, 0.65, 0.55, 0.0, 0.45, 1]","[(31, 27), (48, 64), (46, 12), (62, 71), (26, 5), (10, 13), (12, 14), (33, 57), (1, 73), (53, 13), (65, 89), (78, 92), (80, 16), (41, 20), (39, 16), (29, 81), (14, 85), (36, 86), (70, 53), (68, 99)]"
803,"[0.1, 0.25, 0.05, 0.6, 0.45, 0.35, 0.2, 1]","[(69, 78), (31, 37), (39, 96), (99, 77), (24, 48), (27, 65), (79, 41), (54, 83), (46, 54), (28, 8), (60, 79), (85, 42), (67, 33), (41, 37), (27, 48), (57, 59), (17, 47), (51, 16), (10, 22), (31, 54)]"
804,"[0.15, 0.05, 0.15, 0.65, 0.4, 0.05, 0.55, 1]","[(43, 29), (17, 19), (95, 30), (22, 89), (85, 87), (69, 10), (97, 2), (95, 87), (45, 10), (97, 33), (29, 12), (95, 11), (37, 67), (10, 76), (33, 3), (62, 56), (37, 70), (23, 27), (12, 46), (83, 84)]"
805,"[0.25, 0.0, 0.15, 0.6, 0.35, 0.1, 0.55, 1]","[(11, 68), (19, 39), (86, 32), (80, 66), (98, 26), (29, 6), (44, 10), (34, 18), (61, 86), (69, 95), (78, 78), (84, 39), (16, 28), (20, 25), (38, 30), (3, 76), (61, 99), (93, 21), (66, 2), (25, 16)]"
806,"[0.05, 0.15, 0.1, 0.7, 0.6, 0.2, 0.2, 1]","[(1, 42), (26, 56), (62, 67), (18, 82), (83, 99), (44, 8), (46, 14), (41, 41), (46, 72), (38, 93), (57, 43), (37, 4), (2, 65), (53, 28), (13, 77), (3, 58), (72, 38), (13, 87), (86, 54), (8, 84)]"
807,"[0.1, 0.25, 0.2, 0.45, 0.55, 0.35, 0.1, 1]","[(52, 44), (42, 87), (43, 38), (25, 86), (55, 44), (89, 49), (98, 33), (81, 73), (79, 27), (70, 61), (76, 42), (68, 82), (59, 59), (12, 75), (30, 85), (8, 52), (9, 57), (96, 52), (72, 43), (14, 44)]"
808,"[0.05, 0.2, 0.0, 0.75, 0.45, 0.2, 0.35, 1]","[(18, 48), (45, 97), (32, 78), (27, 42), (39, 86), (5, 31), (21, 90), (25, 19), (23, 68), (64, 28), (29, 36), (69, 29), (16, 67), (74, 56), (47, 88), (97, 84), (29, 26), (37, 33), (51, 43), (55, 16)]"
809,"[0.1, 0.15, 0.2, 0.55, 0.55, 0.2, 0.25, 1]","[(7, 11), (90, 25), (25, 73), (8, 7), (53, 41), (54, 84), (26, 80), (28, 58), (42, 18), (62, 62), (91, 40), (82, 71), (33, 89), (24, 76), (69, 94), (91, 35), (41, 70), (79, 36), (38, 52), (47, 5)]"
810,"[0.15, 0.0, 0.05, 0.8, 0.25, 0.25, 0.5, 1]","[(72, 17), (24, 81), (13, 44), (71, 21), (3, 32), (7, 44), (93, 77), (96, 56), (59, 8), (93, 13), (41, 40), (5, 46), (2, 31), (50, 24), (30, 3), (85, 61), (81, 6), (26, 39), (54, 21), (35, 74)]"
811,"[0.15, 0.15, 0.05, 0.65, 0.45, 0.15, 0.4, 1]","[(13, 18), (78, 48), (46, 3), (72, 96), (33, 69), (98, 54), (27, 92), (71, 41), (14, 3), (97, 56), (31, 61), (57, 21), (49, 97), (20, 95), (54, 64), (81, 18), (75, 1), (22, 43), (54, 13), (38, 9)]"
