,Labels,Item sets,First Fit Score,First Fit Decreasing Score,Next Fit Score,Next Fit Decreasing Score,Best Fit Score,Best Fit Decreasing Score,Djang-Fitch Score,Djang-Fitch 2 Score,Best heuristic
769,"[0.05, 0.3, 0.1, 0.55, 0.4, 0.35, 0.25, 1, 5]","[(48, 51), (4, 39), (7, 41), (5, 65), (84, 35), (83, 49), (70, 49), (97, 94), (87, 25), (52, 33), (63, 57), (50, 58), (7, 16), (99, 2), (73, 54), (2, 67), (67, 21), (13, 43), (65, 58), (88, 39)]",0.383,0.4728,0.3799,0.4798,0.387,0.4868,0.4728,0.4759,5
770,"[0.25, 0.25, 0.0, 0.5, 0.5, 0.2, 0.3, 1, 5]","[(84, 28), (43, 84), (55, 34), (86, 80), (89, 69), (75, 82), (32, 69), (51, 97), (77, 61), (93, 46), (30, 58), (8, 4), (78, 79), (64, 29), (82, 48), (73, 89), (82, 16), (49, 50), (89, 2), (79, 23)]",0.4939,0.4997,0.4913,0.4178,0.4928,0.4998,0.4997,0.4989,5
771,"[0.15, 0.15, 0.1, 0.6, 0.55, 0.1, 0.35, 1, 3]","[(42, 67), (99, 99), (68, 75), (18, 28), (22, 35), (47, 96), (47, 48), (40, 68), (91, 25), (32, 12), (56, 71), (25, 59), (72, 24), (44, 5), (49, 27), (24, 78), (72, 83), (54, 82), (26, 22), (30, 71)]",0.6237,0.634,0.4994,0.6398,0.6248,0.6379,0.634,0.5593,3
772,"[0.15, 0.1, 0.1, 0.65, 0.45, 0.3, 0.25, 1, 3]","[(72, 82), (27, 46), (22, 65), (89, 38), (28, 45), (70, 65), (65, 98), (60, 29), (10, 16), (89, 71), (69, 41), (26, 95), (17, 81), (33, 80), (72, 10), (37, 26), (5, 61), (13, 33), (4, 50), (60, 36)]",0.4967,0.5174,0.4784,0.6055,0.4923,0.519,0.5174,0.5202,3
773,"[0.1, 0.3, 0.05, 0.55, 0.55, 0.1, 0.35, 1, 5]","[(87, 28), (45, 3), (43, 97), (19, 74), (39, 94), (18, 88), (8, 98), (87, 48), (49, 69), (84, 85), (10, 29), (48, 16), (5, 4), (91, 71), (53, 84), (8, 40), (60, 30), (22, 6), (41, 83), (56, 53)]",0.4173,0.5475,0.3909,0.5185,0.5134,0.5504,0.5475,0.5462,5
774,"[0.25, 0.1, 0.15, 0.5, 0.6, 0.15, 0.25, 1, 5]","[(18, 70), (65, 98), (26, 95), (77, 57), (60, 66), (66, 81), (65, 50), (71, 27), (25, 65), (67, 89), (64, 8), (56, 34), (55, 50), (43, 61), (99, 57), (23, 16), (57, 25), (12, 79), (87, 18), (79, 83)]",0.4782,0.4909,0.4798,0.4647,0.4894,0.491,0.4909,0.491,5
775,"[0.05, 0.2, 0.15, 0.6, 0.6, 0.15, 0.25, 1, 5]","[(5, 63), (50, 1), (59, 67), (16, 89), (54, 50), (26, 81), (87, 22), (26, 17), (66, 37), (55, 71), (97, 45), (31, 81), (56, 73), (3, 63), (98, 96), (65, 51), (14, 25), (17, 10), (49, 51), (32, 64)]",0.4022,0.5189,0.3912,0.5094,0.4048,0.5227,0.5189,0.5069,5
776,"[0.1, 0.1, 0.3, 0.5, 0.4, 0.15, 0.45, 1, 5]","[(21, 1), (99, 28), (74, 3), (55, 72), (67, 24), (49, 19), (84, 62), (83, 57), (48, 16), (62, 43), (49, 16), (71, 9), (46, 59), (67, 41), (33, 58), (32, 84), (38, 41), (46, 70), (58, 90), (56, 30)]",0.4591,0.6054,0.4604,0.4523,0.4515,0.6055,0.6054,0.5059,5
777,"[0.15, 0.05, 0.1, 0.7, 0.5, 0.3, 0.2, 1, 1]","[(54, 93), (50, 60), (35, 61), (34, 11), (73, 42), (32, 53), (45, 51), (10, 63), (32, 42), (6, 44), (60, 75), (38, 17), (90, 94), (57, 5), (41, 42), (6, 61), (70, 20), (4, 35), (4, 43), (68, 96)]",0.552,0.6045,0.5571,0.5902,0.5567,0.6045,0.6045,0.4926,1
778,"[0.2, 0.1, 0.25, 0.45, 0.6, 0.2, 0.2, 1, 1]","[(72, 44), (41, 66), (13, 88), (89, 64), (58, 35), (27, 38), (25, 80), (54, 81), (90, 79), (73, 34), (51, 71), (73, 1), (87, 3), (49, 57), (87, 19), (40, 65), (97, 74), (91, 61), (33, 83), (70, 26)]",0.4592,0.5857,0.3924,0.58,0.4815,0.5857,0.5857,0.5826,1
779,"[0.2, 0.05, 0.3, 0.45, 0.45, 0.25, 0.3, 1, 3]","[(96, 56), (47, 5), (75, 40), (72, 35), (54, 93), (78, 33), (66, 3), (66, 40), (73, 19), (30, 81), (97, 99), (65, 39), (76, 1), (46, 27), (10, 61), (52, 90), (16, 47), (72, 88), (4, 54), (40, 76)]",0.503,0.5248,0.4864,0.6151,0.503,0.526,0.5248,0.52,3
780,"[0.15, 0.1, 0.0, 0.75, 0.5, 0.2, 0.3, 1, 1]","[(15, 22), (84, 87), (26, 65), (60, 20), (19, 36), (6, 97), (88, 9), (62, 90), (97, 17), (77, 24), (8, 74), (1, 6), (17, 37), (21, 58), (88, 41), (41, 91), (98, 66), (36, 60), (14, 86), (29, 37)]",0.5144,0.5872,0.4036,0.5491,0.4236,0.5872,0.5872,0.5384,1
781,"[0.05, 0.1, 0.2, 0.65, 0.3, 0.3, 0.4, 1, 5]","[(99, 26), (94, 58), (76, 29), (19, 79), (66, 11), (12, 15), (48, 84), (62, 50), (17, 38), (21, 82), (16, 41), (6, 76), (43, 23), (70, 3), (89, 5), (74, 45), (99, 50), (67, 45), (6, 69), (57, 33)]",0.4582,0.6173,0.3495,0.4332,0.4651,0.6214,0.6173,0.4736,5
782,"[0.1, 0.15, 0.2, 0.55, 0.7, 0.1, 0.2, 1, 5]","[(43, 90), (20, 76), (3, 52), (26, 91), (84, 86), (24, 14), (5, 21), (5, 1), (50, 53), (91, 52), (21, 75), (28, 63), (13, 16), (32, 77), (67, 67), (29, 79), (82, 35), (41, 67), (55, 46), (96, 85)]",0.4563,0.5568,0.4563,0.5561,0.4563,0.5573,0.5568,0.4975,5
783,"[0.15, 0.25, 0.1, 0.5, 0.6, 0.1, 0.3, 1, 5]","[(2, 10), (64, 87), (51, 66), (24, 32), (14, 46), (12, 58), (56, 12), (79, 94), (25, 52), (70, 98), (51, 19), (30, 90), (47, 89), (43, 96), (73, 3), (40, 68), (53, 92), (65, 73), (13, 26), (23, 48)]",0.5979,0.6251,0.4618,0.593,0.5983,0.6311,0.6251,0.5321,5
784,"[0.1, 0.25, 0.05, 0.6, 0.7, 0.05, 0.25, 1, 7]","[(78, 86), (32, 65), (40, 57), (37, 1), (99, 96), (67, 65), (30, 46), (20, 98), (45, 97), (55, 32), (44, 13), (29, 77), (40, 19), (38, 60), (55, 53), (17, 21), (31, 67), (47, 80), (65, 69), (52, 66)]",0.4387,0.5521,0.5516,0.5303,0.4493,0.5557,0.5521,0.5562,7
785,"[0.05, 0.25, 0.2, 0.5, 0.35, 0.4, 0.25, 1, 7]","[(73, 49), (74, 45), (45, 58), (9, 75), (97, 32), (41, 87), (51, 73), (26, 36), (49, 15), (2, 14), (87, 37), (52, 44), (43, 94), (78, 45), (3, 87), (2, 27), (84, 70), (23, 48), (37, 39), (75, 32)]",0.3678,0.4626,0.3666,0.4476,0.3681,0.4696,0.4626,0.4724,7
786,"[0.1, 0.25, 0.2, 0.45, 0.65, 0.1, 0.25, 1, 7]","[(13, 74), (87, 21), (76, 37), (98, 40), (15, 88), (60, 75), (17, 92), (62, 56), (70, 29), (48, 90), (97, 32), (33, 92), (43, 9), (91, 55), (83, 59), (29, 82), (16, 28), (31, 98), (93, 78), (10, 99)]",0.5277,0.5676,0.5253,0.5633,0.5277,0.5676,0.5676,0.5702,7
787,"[0.15, 0.15, 0.1, 0.6, 0.5, 0.1, 0.4, 1, 5]","[(71, 53), (77, 95), (36, 95), (45, 14), (8, 23), (69, 91), (11, 7), (9, 20), (22, 93), (61, 28), (87, 4), (1, 90), (14, 8), (57, 43), (61, 79), (81, 41), (68, 92), (18, 56), (37, 80), (59, 10)]",0.4905,0.6409,0.4883,0.641,0.4964,0.645,0.6409,0.5275,5
788,"[0.1, 0.05, 0.2, 0.65, 0.55, 0.2, 0.25, 1, 7]","[(44, 65), (51, 69), (56, 91), (18, 89), (67, 83), (48, 17), (23, 87), (57, 30), (56, 47), (60, 23), (74, 18), (19, 86), (15, 45), (30, 52), (56, 20), (40, 82), (17, 57), (50, 35), (3, 45), (31, 93)]",0.5145,0.5187,0.4169,0.513,0.5154,0.5187,0.5187,0.5668,7
789,"[0.15, 0.1, 0.2, 0.55, 0.55, 0.15, 0.3, 1, 1]","[(84, 75), (17, 64), (63, 74), (8, 66), (44, 52), (11, 80), (48, 29), (9, 49), (61, 84), (40, 63), (86, 77), (95, 25), (7, 5), (44, 70), (78, 22), (62, 42), (91, 42), (61, 54), (43, 1), (59, 10)]",0.4255,0.5246,0.3991,0.3914,0.4256,0.5245,0.5246,0.5212,1
790,"[0.2, 0.1, 0.05, 0.65, 0.3, 0.25, 0.45, 1, 5]","[(61, 15), (97, 60), (76, 67), (90, 61), (72, 26), (84, 25), (93, 1), (38, 43), (24, 13), (23, 84), (3, 35), (70, 40), (30, 21), (14, 39), (98, 12), (79, 50), (59, 99), (89, 18), (77, 63), (37, 19)]",0.4728,0.642,0.3768,0.4751,0.4813,0.6428,0.642,0.5358,5
791,"[0.2, 0.05, 0.15, 0.6, 0.4, 0.15, 0.45, 1, 5]","[(43, 89), (26, 90), (91, 78), (17, 62), (35, 64), (66, 8), (19, 19), (14, 39), (96, 34), (78, 93), (78, 89), (24, 15), (83, 76), (94, 30), (82, 27), (23, 35), (96, 21), (29, 32), (43, 25), (96, 33)]",0.5044,0.5449,0.5022,0.4998,0.5044,0.5456,0.5449,0.5328,5
792,"[0.25, 0.15, 0.1, 0.5, 0.6, 0.05, 0.35, 1, 7]","[(88, 53), (47, 68), (56, 75), (84, 8), (55, 86), (33, 93), (52, 24), (95, 87), (43, 41), (50, 25), (88, 82), (58, 21), (64, 83), (25, 80), (23, 88), (80, 94), (66, 26), (24, 26), (88, 83), (13, 16)]",0.4214,0.495,0.4838,0.4784,0.497,0.495,0.495,0.5079,7
793,"[0.2, 0.15, 0.0, 0.65, 0.45, 0.2, 0.35, 1, 5]","[(90, 86), (74, 99), (10, 33), (22, 35), (64, 37), (57, 69), (70, 26), (44, 14), (14, 82), (62, 35), (2, 60), (75, 62), (57, 29), (92, 49), (70, 81), (69, 7), (12, 22), (83, 97), (38, 53), (72, 1)]",0.5051,0.5354,0.5003,0.4931,0.5032,0.5369,0.5354,0.5276,5
794,"[0.15, 0.15, 0.05, 0.65, 0.4, 0.2, 0.4, 1, 5]","[(53, 24), (22, 72), (26, 30), (56, 3), (93, 60), (29, 21), (92, 54), (29, 42), (19, 95), (82, 37), (5, 50), (44, 45), (44, 17), (97, 4), (70, 30), (72, 95), (48, 98), (67, 19), (59, 91), (45, 97)]",0.4094,0.6798,0.4244,0.5086,0.4386,0.6801,0.6798,0.5724,5
795,"[0.05, 0.0, 0.05, 0.9, 0.4, 0.25, 0.35, 1, 4]","[(27, 6), (63, 34), (18, 94), (38, 66), (63, 14), (3, 25), (79, 30), (18, 45), (11, 63), (7, 54), (38, 65), (88, 19), (76, 5), (48, 34), (30, 48), (50, 36), (26, 73), (60, 88), (62, 4), (30, 67)]",0.4048,0.4199,0.2991,0.3842,0.4245,0.4199,0.4199,0.4143,4
796,"[0.1, 0.2, 0.0, 0.7, 0.35, 0.1, 0.55, 1, 5]","[(14, 94), (47, 12), (3, 65), (26, 34), (84, 68), (42, 24), (55, 25), (50, 91), (14, 1), (38, 20), (85, 58), (69, 88), (71, 33), (67, 52), (46, 31), (71, 28), (18, 26), (61, 22), (85, 46), (35, 30)]",0.3928,0.5528,0.3934,0.4287,0.4099,0.5604,0.5528,0.4575,5
797,"[0.2, 0.0, 0.0, 0.8, 0.5, 0.2, 0.3, 1, 1]","[(59, 7), (46, 52), (77, 90), (34, 34), (7, 59), (24, 29), (68, 25), (11, 88), (98, 99), (50, 10), (47, 40), (36, 35), (25, 47), (15, 71), (78, 7), (96, 63), (96, 81), (33, 55), (11, 99), (14, 3)]",0.5254,0.5546,0.5015,0.5112,0.5156,0.5546,0.5546,0.5344,1
798,"[0.1, 0.05, 0.15, 0.7, 0.35, 0.15, 0.5, 1, 5]","[(51, 33), (19, 84), (98, 53), (34, 31), (26, 43), (62, 67), (58, 32), (45, 66), (1, 25), (53, 30), (20, 14), (6, 69), (70, 47), (96, 27), (18, 37), (17, 22), (45, 24), (83, 17), (59, 95), (1, 60)]",0.3959,0.4575,0.3167,0.4057,0.4058,0.4578,0.4575,0.4358,5
799,"[0.2, 0.1, 0.0, 0.7, 0.35, 0.15, 0.5, 1, 1]","[(28, 30), (56, 9), (87, 83), (46, 48), (8, 18), (37, 3), (87, 84), (82, 2), (67, 11), (65, 68), (45, 43), (91, 98), (86, 75), (99, 50), (45, 31), (11, 67), (66, 16), (51, 3), (29, 57), (52, 21)]",0.5644,0.6348,0.5598,0.5867,0.5719,0.63,0.6348,0.5908,1
800,"[0.2, 0.35, 0.1, 0.35, 0.65, 0.2, 0.15, 1, 5]","[(8, 86), (60, 99), (34, 75), (92, 92), (47, 73), (83, 44), (98, 47), (2, 53), (57, 59), (29, 24), (53, 73), (78, 85), (22, 26), (4, 79), (24, 70), (95, 73), (49, 53), (97, 47), (78, 45), (27, 8)]",0.443,0.5539,0.4482,0.5348,0.4468,0.5573,0.5539,0.5475,5
801,"[0.0, 0.0, 0.15, 0.85, 0.15, 0.25, 0.6, 1, 0]","[(20, 54), (49, 25), (36, 28), (51, 36), (90, 34), (43, 25), (53, 22), (12, 74), (53, 11), (77, 8), (21, 19), (30, 12), (68, 37), (48, 35), (75, 35), (89, 25), (27, 10), (80, 9), (24, 94), (18, 30)]",0.4382,0.3494,0.4287,0.2988,0.4382,0.3494,0.3494,0.3137,0
802,"[0.15, 0.1, 0.1, 0.65, 0.55, 0.0, 0.45, 1, 5]","[(31, 27), (48, 64), (46, 12), (62, 71), (26, 5), (10, 13), (12, 14), (33, 57), (1, 73), (53, 13), (65, 89), (78, 92), (80, 16), (41, 20), (39, 16), (29, 81), (14, 85), (36, 86), (70, 53), (68, 99)]",0.4382,0.6013,0.3409,0.5674,0.4442,0.6019,0.6013,0.4959,5
803,"[0.1, 0.25, 0.05, 0.6, 0.45, 0.35, 0.2, 1, 1]","[(69, 78), (31, 37), (39, 96), (99, 77), (24, 48), (27, 65), (79, 41), (54, 83), (46, 54), (28, 8), (60, 79), (85, 42), (67, 33), (41, 37), (27, 48), (57, 59), (17, 47), (51, 16), (10, 22), (31, 54)]",0.4403,0.583,0.4267,0.5488,0.5549,0.5824,0.583,0.565,1
804,"[0.15, 0.05, 0.15, 0.65, 0.4, 0.05, 0.55, 1, 7]","[(43, 29), (17, 19), (95, 30), (22, 89), (85, 87), (69, 10), (97, 2), (95, 87), (45, 10), (97, 33), (29, 12), (95, 11), (37, 67), (10, 76), (33, 3), (62, 56), (37, 70), (23, 27), (12, 46), (83, 84)]",0.4513,0.6218,0.466,0.6044,0.4671,0.6226,0.6218,0.6235,7
805,"[0.25, 0.0, 0.15, 0.6, 0.35, 0.1, 0.55, 1, 3]","[(11, 68), (19, 39), (86, 32), (80, 66), (98, 26), (29, 6), (44, 10), (34, 18), (61, 86), (69, 95), (78, 78), (84, 39), (16, 28), (20, 25), (38, 30), (3, 76), (61, 99), (93, 21), (66, 2), (25, 16)]",0.4402,0.5877,0.4304,0.5925,0.447,0.5886,0.5877,0.4818,3
806,"[0.05, 0.15, 0.1, 0.7, 0.6, 0.2, 0.2, 1, 3]","[(1, 42), (26, 56), (62, 67), (18, 82), (83, 99), (44, 8), (46, 14), (41, 41), (46, 72), (38, 93), (57, 43), (37, 4), (2, 65), (53, 28), (13, 77), (3, 58), (72, 38), (13, 87), (86, 54), (8, 84)]",0.456,0.5077,0.3489,0.6356,0.4678,0.5077,0.5077,0.5238,3
807,"[0.1, 0.25, 0.2, 0.45, 0.55, 0.35, 0.1, 1, 1]","[(52, 44), (42, 87), (43, 38), (25, 86), (55, 44), (89, 49), (98, 33), (81, 73), (79, 27), (70, 61), (76, 42), (68, 82), (59, 59), (12, 75), (30, 85), (8, 52), (9, 57), (96, 52), (72, 43), (14, 44)]",0.3498,0.5505,0.425,0.5328,0.4517,0.5505,0.5505,0.5355,1
808,"[0.05, 0.2, 0.0, 0.75, 0.45, 0.2, 0.35, 1, 1]","[(18, 48), (45, 97), (32, 78), (27, 42), (39, 86), (5, 31), (21, 90), (25, 19), (23, 68), (64, 28), (29, 36), (69, 29), (16, 67), (74, 56), (47, 88), (97, 84), (29, 26), (37, 33), (51, 43), (55, 16)]",0.5412,0.5889,0.5403,0.4264,0.5412,0.5889,0.5889,0.4742,1
809,"[0.1, 0.15, 0.2, 0.55, 0.55, 0.2, 0.25, 1, 1]","[(7, 11), (90, 25), (25, 73), (8, 7), (53, 41), (54, 84), (26, 80), (28, 58), (42, 18), (62, 62), (91, 40), (82, 71), (33, 89), (24, 76), (69, 94), (91, 35), (41, 70), (79, 36), (38, 52), (47, 5)]",0.4414,0.5424,0.4119,0.4208,0.4422,0.5424,0.5424,0.4872,1
810,"[0.15, 0.0, 0.05, 0.8, 0.25, 0.25, 0.5, 1, 3]","[(72, 17), (24, 81), (13, 44), (71, 21), (3, 32), (7, 44), (93, 77), (96, 56), (59, 8), (93, 13), (41, 40), (5, 46), (2, 31), (50, 24), (30, 3), (85, 61), (81, 6), (26, 39), (54, 21), (35, 74)]",0.3442,0.5373,0.3678,0.7091,0.3709,0.5373,0.5373,0.5006,3
811,"[0.15, 0.15, 0.05, 0.65, 0.45, 0.15, 0.4, 1, 1]","[(13, 18), (78, 48), (46, 3), (72, 96), (33, 69), (98, 54), (27, 92), (71, 41), (14, 3), (97, 56), (31, 61), (57, 21), (49, 97), (20, 95), (54, 64), (81, 18), (75, 1), (22, 43), (54, 13), (38, 9)]",0.4659,0.6166,0.4627,0.4708,0.4856,0.6129,0.6166,0.5051,1
812,"[0.25, 0.2, 0.15, 0.4, 0.6, 0.15, 0.25, 1, 5]","[(18, 85), (50, 2), (74, 37), (12, 18), (33, 71), (99, 14), (73, 95), (65, 71), (55, 71), (64, 64), (52, 9), (42, 55), (15, 9), (96, 39), (85, 93), (63, 90), (77, 91), (93, 58), (35, 75), (75, 35)]",0.4588,0.5691,0.394,0.5538,0.5429,0.5698,0.5691,0.5553,5
813,"[0.05, 0.15, 0.1, 0.7, 0.45, 0.05, 0.5, 1, 5]","[(99, 8), (38, 63), (92, 23), (7, 93), (44, 25), (59, 57), (84, 9), (90, 59), (16, 46), (88, 32), (50, 28), (63, 10), (69, 24), (57, 12), (59, 71), (63, 74), (58, 51), (20, 88), (32, 14), (29, 55)]",0.3468,0.5229,0.3394,0.6428,0.347,0.6524,0.5229,0.4879,5
814,"[0.05, 0.15, 0.0, 0.8, 0.3, 0.1, 0.6, 1, 1]","[(94, 7), (22, 72), (7, 5), (94, 11), (88, 24), (58, 10), (36, 42), (24, 87), (53, 12), (82, 41), (17, 69), (33, 1), (47, 81), (49, 11), (93, 51), (83, 18), (95, 10), (31, 31), (74, 91), (42, 15)]",0.3985,0.536,0.3505,0.498,0.3528,0.536,0.536,0.4156,1
815,"[0.2, 0.15, 0.1, 0.55, 0.5, 0.25, 0.25, 1, 7]","[(64, 95), (57, 71), (86, 96), (98, 20), (15, 49), (37, 17), (21, 41), (98, 47), (49, 4), (34, 54), (76, 36), (78, 85), (13, 76), (43, 45), (87, 6), (85, 95), (18, 32), (25, 73), (53, 76), (27, 95)]",0.4747,0.5988,0.3895,0.5551,0.4762,0.5906,0.5988,0.6135,7
816,"[0.05, 0.1, 0.05, 0.8, 0.45, 0.1, 0.45, 1, 3]","[(71, 60), (16, 97), (32, 21), (20, 58), (10, 85), (70, 33), (20, 22), (55, 7), (22, 97), (89, 19), (99, 92), (84, 45), (34, 6), (30, 43), (2, 6), (22, 8), (34, 58), (64, 51), (16, 51), (94, 16)]",0.4433,0.4966,0.4117,0.599,0.4451,0.4966,0.4966,0.4768,3
817,"[0.2, 0.15, 0.1, 0.55, 0.4, 0.4, 0.2, 1, 5]","[(46, 5), (72, 26), (75, 46), (75, 33), (56, 75), (76, 41), (6, 42), (75, 72), (30, 11), (62, 38), (86, 76), (58, 34), (81, 70), (17, 34), (64, 62), (78, 34), (14, 73), (44, 56), (99, 88), (32, 47)]",0.4344,0.4641,0.4365,0.4407,0.4368,0.4648,0.4641,0.4646,5
818,"[0.1, 0.15, 0.05, 0.7, 0.6, 0.15, 0.25, 1, 1]","[(56, 66), (81, 93), (16, 72), (41, 40), (2, 48), (29, 82), (88, 89), (52, 74), (21, 74), (24, 57), (3, 7), (85, 8), (5, 54), (64, 22), (25, 93), (9, 62), (23, 23), (66, 50), (71, 33), (48, 81)]",0.46,0.6125,0.3794,0.6093,0.4706,0.6125,0.6125,0.5202,1
819,"[0.25, 0.2, 0.05, 0.5, 0.6, 0.2, 0.2, 1, 5]","[(80, 78), (74, 57), (92, 84), (65, 96), (41, 47), (69, 8), (94, 34), (14, 46), (65, 52), (32, 7), (53, 81), (96, 45), (58, 6), (39, 28), (87, 89), (76, 82), (28, 62), (8, 78), (21, 88), (19, 78)]",0.5231,0.5488,0.4445,0.5142,0.5276,0.5491,0.5488,0.5463,5
820,"[0.15, 0.25, 0.05, 0.55, 0.7, 0.05, 0.25, 1, 5]","[(23, 40), (81, 79), (41, 13), (70, 55), (2, 5), (42, 16), (5, 27), (35, 91), (29, 61), (61, 66), (77, 62), (35, 65), (55, 75), (12, 82), (95, 53), (8, 59), (94, 70), (25, 74), (29, 13), (79, 58)]",0.3541,0.3736,0.3564,0.3483,0.3622,0.3775,0.3736,0.3696,5
821,"[0.2, 0.15, 0.1, 0.55, 0.45, 0.2, 0.35, 1, 5]","[(71, 12), (50, 76), (60, 37), (71, 5), (59, 61), (40, 2), (97, 64), (65, 93), (18, 19), (18, 45), (43, 35), (64, 52), (20, 90), (36, 33), (73, 61), (66, 77), (23, 30), (67, 48), (76, 97), (25, 23)]",0.4662,0.4891,0.3773,0.4888,0.4732,0.4925,0.4891,0.4723,5
822,"[0.15, 0.25, 0.2, 0.4, 0.55, 0.2, 0.25, 1, 5]","[(72, 20), (71, 19), (49, 64), (94, 47), (67, 88), (83, 91), (2, 46), (60, 79), (31, 91), (61, 27), (38, 59), (58, 39), (64, 57), (48, 89), (68, 39), (90, 59), (30, 7), (36, 72), (87, 57), (6, 29)]",0.3881,0.5124,0.4834,0.4764,0.4925,0.5132,0.5124,0.4981,5
823,"[0.15, 0.15, 0.1, 0.6, 0.5, 0.1, 0.4, 1, 5]","[(39, 18), (29, 65), (53, 8), (89, 91), (78, 57), (26, 55), (49, 59), (45, 2), (26, 30), (41, 16), (49, 9), (71, 68), (72, 35), (85, 43), (92, 2), (32, 53), (91, 2), (12, 79), (85, 84), (82, 98)]",0.4237,0.576,0.4289,0.54,0.4265,0.5878,0.576,0.5816,5
824,"[0.1, 0.2, 0.2, 0.5, 0.65, 0.15, 0.2, 1, 5]","[(47, 82), (47, 59), (6, 82), (8, 89), (56, 61), (70, 68), (3, 68), (85, 30), (96, 20), (44, 74), (21, 89), (66, 68), (92, 16), (90, 37), (2, 86), (22, 34), (21, 17), (85, 60), (97, 53), (28, 43)]",0.4873,0.5073,0.3718,0.4743,0.4893,0.5089,0.5073,0.5004,5
825,"[0.1, 0.1, 0.1, 0.7, 0.45, 0.2, 0.35, 1, 7]","[(67, 23), (84, 18), (59, 37), (17, 93), (94, 19), (44, 83), (66, 77), (38, 39), (83, 73), (41, 25), (81, 36), (94, 10), (33, 51), (20, 34), (24, 20), (22, 26), (3, 95), (75, 65), (49, 60), (12, 71)]",0.5124,0.5309,0.3793,0.5137,0.5089,0.5339,0.5309,0.5456,7
826,"[0.15, 0.15, 0.15, 0.55, 0.6, 0.15, 0.25, 1, 5]","[(8, 83), (91, 53), (87, 44), (40, 86), (35, 1), (4, 62), (89, 61), (70, 73), (18, 74), (81, 37), (11, 54), (15, 15), (26, 65), (72, 6), (80, 39), (17, 30), (37, 75), (97, 7), (71, 98), (10, 99)]",0.4928,0.6359,0.4715,0.6076,0.4932,0.6406,0.6359,0.5196,5
827,"[0.25, 0.05, 0.1, 0.6, 0.5, 0.1, 0.4, 1, 5]","[(93, 54), (6, 64), (61, 76), (18, 32), (52, 44), (48, 53), (33, 6), (85, 86), (18, 88), (54, 61), (77, 93), (81, 24), (97, 9), (37, 47), (76, 70), (30, 20), (19, 28), (32, 2), (27, 8), (94, 65)]",0.4541,0.4795,0.4473,0.4598,0.4559,0.4863,0.4795,0.4739,5
828,"[0.05, 0.2, 0.2, 0.55, 0.55, 0.05, 0.4, 1, 5]","[(56, 78), (79, 60), (57, 60), (5, 14), (79, 32), (19, 78), (3, 79), (35, 72), (81, 76), (78, 62), (90, 26), (25, 27), (21, 1), (66, 18), (94, 30), (29, 60), (9, 18), (58, 34), (26, 71), (38, 69)]",0.467,0.4892,0.4381,0.4331,0.4567,0.4949,0.4892,0.4711,5
829,"[0.2, 0.2, 0.1, 0.5, 0.55, 0.25, 0.2, 1, 5]","[(13, 36), (71, 20), (52, 76), (95, 88), (23, 39), (52, 50), (92, 72), (96, 40), (49, 68), (80, 72), (86, 13), (13, 96), (53, 84), (87, 57), (17, 43), (41, 57), (58, 31), (46, 14), (68, 95), (23, 83)]",0.5003,0.5257,0.5041,0.522,0.5105,0.5276,0.5257,0.5264,5
830,"[0.05, 0.25, 0.15, 0.55, 0.45, 0.1, 0.45, 1, 3]","[(76, 20), (65, 54), (65, 66), (5, 15), (21, 27), (19, 24), (38, 65), (96, 28), (34, 78), (48, 86), (10, 17), (30, 6), (32, 28), (64, 34), (78, 95), (32, 40), (56, 72), (44, 62), (51, 32), (60, 79)]",0.3707,0.6355,0.48,0.639,0.3832,0.6381,0.6355,0.5195,3
831,"[0.25, 0.2, 0.1, 0.45, 0.65, 0.2, 0.15, 1, 7]","[(38, 60), (75, 59), (25, 85), (2, 44), (32, 89), (22, 93), (86, 26), (31, 5), (66, 55), (69, 97), (18, 82), (83, 63), (74, 44), (95, 76), (91, 83), (17, 50), (62, 97), (16, 22), (97, 41), (62, 76)]",0.462,0.5942,0.4598,0.5878,0.4622,0.595,0.5942,0.6043,7
832,"[0.3, 0.3, 0.05, 0.35, 0.9, 0.0, 0.1, 1, 5]","[(16, 93), (4, 71), (94, 82), (57, 91), (98, 99), (88, 85), (74, 98), (21, 9), (53, 69), (70, 90), (16, 99), (56, 51), (48, 98), (23, 51), (81, 53), (41, 99), (40, 90), (30, 71), (7, 15), (74, 53)]",0.5334,0.5484,0.4583,0.5324,0.5464,0.5493,0.5484,0.5482,5
833,"[0.1, 0.1, 0.2, 0.6, 0.4, 0.25, 0.35, 1, 7]","[(38, 22), (54, 22), (56, 74), (37, 39), (96, 85), (12, 68), (78, 93), (14, 7), (60, 9), (20, 91), (44, 38), (21, 11), (8, 78), (86, 38), (44, 26), (28, 94), (85, 48), (26, 45), (98, 26), (45, 69)]",0.4982,0.5013,0.4688,0.4685,0.4995,0.5016,0.5013,0.5302,7
834,"[0.05, 0.15, 0.05, 0.75, 0.45, 0.1, 0.45, 1, 5]","[(25, 3), (75, 54), (75, 13), (12, 33), (97, 18), (44, 4), (52, 95), (3, 69), (82, 15), (24, 5), (40, 66), (14, 78), (27, 79), (37, 41), (38, 44), (85, 54), (40, 57), (60, 11), (3, 31), (80, 85)]",0.3201,0.5876,0.308,0.5741,0.3159,0.5877,0.5876,0.4568,5
